message_id,date,sender_id,first_name,last_name,username,message,reply_to
10283,2025-04-30 08:33:29,-1001497129837,,,,Short $ALPACA ( Hight Risk 🚨) 5x,
10282,2025-04-29 10:21:26,-1001497129837,,,,Takeoff 🛫 $VINE Started 🙌🏻 Just Fuck*ing Hold your Positions !!,10281
10281,2025-04-26 08:29:14,-1001497129837,,,,"$VINE  : Only Way to Go Up from here ✔️ 

Buy Below : 0.04$ 
Sell Target : 50% - 80% 

TA : Strong 💪🏻 symmetrical triangle breakout ☑️",
10280,2025-04-20 08:50:30,-1001497129837,,,,"= 2022 crypto entrepreneur bought Twitter founder Jack Dorsey’s first-ever tweet as an NFT for $2.9 million 💰

Later, he listed it for $48 million, but nobody wanted to buy it from him.

Right now, the highest and the only buy offer is 0.8 ETH ≈ $1,280, the price of a used iPhone 🤦",
10279,2025-04-13 20:03:57,-1001497129837,,,,"$OM = Pump & Dump , Under Water 🤭🤭🤭 Going to zero",
